College,Course,LO (please exclude the hashtag),Rubric,Description,Last Update
B,B113,HumansInOrgs,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-HumansInOrgs,Analyze the success (or failure) of a firm at the level of individuals and teams,
B,B113,OrgStructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-OrgStructure,Analyze and apply organizational design principles,
B,B113,ProcessSystem,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-ProcessSystem,Differentiate eective and eicient processes and control systems,
B,B113,StrategicAlignment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-StrategicAlignment,Align organizational strategy with structures and processes,
B,B113,Ecosystem,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-Ecosystem,Identify organizational issues that arise at the system level.,
B,B113,OrgRisk,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-OrgRisk,Analyze operational and financial risks that emanate from organizational design,
B,B113,advantage,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-advantage,"Design and evaluate initiatives that would gain a competitive, strategic advantage.",Not in use anymore
B,B113,HR,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-HR,Integrate HR and corporate strategy.,
B,B113,IT,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-IT,Integrate Information Technology and corporate strategy,
B,B113,sales,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-sales,Analyze how to build a successful sales organization,
B,B113,control,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-control,Explain how businesses design control and measurement systems.,
B,B113,ERM,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-ERM,Design and evaluate an enterprise risk management process.,
B,B113,value,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-value,Analyze value creation through organization design.,
B,B113,cost,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-cost,Generate and evaluate how to construct cost effective processes.,
B,B113,customer,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-customer,Compare and contrast customer centric and product centric organizations.,
B,B113,growth,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B113-growth,Explain how to modify organizational design to accommodate growth and change.,
B,B144,ideation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B144-ideation,"Ideate new concepts based on market needs; develop, cluster, and select different ideas for potential solutions",Dec/2020
B,B144,inspiration,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B144-inspiration,"Conduct market research from multiple points of view (e.g. user-centered, product-centered, customer-centered) combining rational analysis with intuitive and associative inquiry to gather insights and needs",
B,B144,impact,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B144-impact,Apply appropriate analytics and benchmarks to define and determine idea/solution impact and success,
B,B144,implementation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B144-implementation,"Conduct user testing for feedback with the aim of improving the idea, and convert ideas into tangible concrete solutions",
B,B145,enCulture,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-enCulture,Analyze the dynamics of innovation and entrepreneurial culture from the perspective of entrepreneurs and investors.,Dec/2020
B,B145,marketsAndCompanies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-marketsAndCompanies,Explain the relationship between the capital markets and private companies.,
B,B145,startupScarcity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-startupScarcity,Evaluate different strategies for leveraging scarce human and financial capital.,
B,B145,corpStructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-corpStructure,Analyze the different forms of corporate structure and their comparative advantages in forming a new venture.,
B,B145,retention,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-retention,Investigate the means by which founders and key employees are retained by startups.,
B,B145,securities,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-securities,Evaluate the different securities issued by early-stage companies in raising capital.,
B,B145,bzPlanCapReq,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-bzPlanCapReq,Analyze the strategic relationship between the business plan and capital requirements,
B,B145,termSheet,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-termSheet,Explain the importance of the term sheet and how it is negotiated.,
B,B145,valuation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-valuation,"Analyze different approaches to valuing startup companies, including comparable company metrics, dcf, option pricing theory, and the VC method.",
B,B145,vcInvestors,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B145-vcInvestors,Explain the different types of venture capital investors and their investment parameters.,
B,B146,bizModel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B146-bizModel,"Analyze business models in industry along financial, organizational and societal dimensions.",Dec/2020
B,B146,pitfalls,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B146-pitfalls,Evaluate early stage pitfalls and judgment errors.,
B,B146,successFactors,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B146-successFactors,Identify and evaluate the operational factors that led to business success.,
B,B146,planningProcess,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B146-planningProcess,Apply lean startup and traditional business planning processes to startup organizations.,
B,B146,reduceComplexity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B146-reduceComplexity,Analyze and reduce complexity in order to set priorities and to preserve resources during the startup phase.,
B,B146,competitiveAdvantage,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B146-competitiveAdvantage,"Create a competitive advantage using operations principles while considering cost/benefit trade-offs, business potential and scalability.",
B,B146,opsApplicability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B146-opsApplicability,Identify and correctly apply ops concepts in the context of business ideas.,
B,B146,uncertainty,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B146-uncertainty,Explain how to plan daily operations in the presence of uncertainty.,
B,B154,abovetheRevenueLine,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-abovetheRevenueLine,"Use ""above the revenue line"" thinking to explain how financial performance can be linked to effective marketing strategy.",Dec/2020
B,B154,alliances,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-alliances,"Evaluate potential alliances (mergers, partnerships, acquisitions, joint ventures etc.) that contribute to brand growth.",
B,B154,growthTradeoffs,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-growthTradeoffs,Analyze the cost/benefits of growth and explain how this analysis helps to evaluate specific growth strategies.,
B,B154,content,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-content,Create and evaluate content in light of content/brand/consumer fit.,
B,B154,iteration,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-iteration,"Evaluate growth marketing initiatives on the temporal dimension by explaining the cyclical upward goal of ideation, evaluation, and iteration.",
B,B154,metrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-metrics,Identify and calculate Key Performance Indicators (KPIs) to determine whether growth goals are on track.,
B,B154,propagate,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-propagate,Analyze how a network of consumers can help create and propagate a brand.,
B,B154,brandConnection,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-brandConnection,Analyze how a brand is constructed and how growth marketing initiatives can help consumers to connect with a brand.,
B,B154,pushPull,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-pushPull,Evaluate growth marketing initiatives on the dimensions of push versus pull and explain the strategic implications of this distinction.,
B,B154,underlyingPsych,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B154-underlyingPsych,Use academic research in behavioral science to identify underlying principles of human psychology that help evaluate growth marketing initiatives.,
B,B155,financialMetrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-financialMetrics,Analyze the effects of growth strategies on financial metrics.,Dec/2020
B,B155,growthProjections,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-growthProjections,Create financial projections from proposed growth strategies.,
B,B155,finAlt,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-finAlt,Evaluate alternative means of financing growth.,
B,B155,optCap,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-optCap,Determine an optimal capital structure for a growth business.,
B,B155,workingCapital,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-workingCapital,Optimize cash and working capital management.,
B,B155,externalGrowth,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-externalGrowth,Choose value creating mergers and alliances.,
B,B155,growthVal,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-growthVal,Measure the value of investing in future growth opportunities.,
B,B155,organicGrowth,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B155-organicGrowth,Analyze investments which produce organic growth.,
B,B156,MfgVsService,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-MfgVsService,Identify key differences between manufacturing and service organizations and explain how these differences impact decision-making.,Dec/2020
B,B156,quality,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-quality,Analyze the processes that underlie quality control in service and manufacturing organization.,
B,B156,EfficiencyVsRisk,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-EfficiencyVsRisk,Analyze and apply the relationship between efficiency and risk in the design and management of production and logistics systems.,
B,B156,OpsAnalytics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-OpsAnalytics,Improve manufacturing and service operations using analytic techniques.,
B,B156,InfoVal,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-InfoVal,Analyze the critical role of information management in optimizing operations.,
B,B156,OpsFirmPerf,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-OpsFirmPerf,Connect operational effectiveness to an organization’s performance.,
B,B156,SimOpt,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-SimOpt,Learn to use simulation and optimization to evaluate and improve operational behavior.,Not in use anymore
B,B156,SCM,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B156-SCM,"Analyze supply chains suited to different types of product and service offerings; evaluate the implications of globalized supply chains along financial, organizational, and societal dimensions",
B,B164,brandDNA,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-brandDNA,"Interpret the history, culture or values of a brand (brandDNA) and use those insights to produce or analyze storytelling in brand communications.",Dec/2020
B,B164,brandEquity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-brandEquity,Interpret measures of brand equity to evaluate the strength and valence of your brand image as perceived by customers within the marketplace.,
B,B164,enterpriseComplexity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-enterpriseComplexity,"Recognize that enterprise structure influences brand structure and explain how that relationship influences the management of a large, mature brand.",
B,B164,customerAcquisition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-customerAcquisition,"Analyze strategies (e.g., entering new markets, creating brand extensions, mergers and acquisitions, sales initiatives, etc.) for obtaining new customers in order to improve enterprise growth.",
B,B164,customerLoyalty,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-customerLoyalty,Analyze how initiatives to build and maintain customer relationships influence an organization’s competitive advantage.,
B,B164,innovation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-innovation,Explain how different types of innovation (incremental and disruptive) alter enterprise growth rates.,
B,B164,customercentricity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-customercentricity,Identify customer needs and explain how their fulfillment leads to better business.,Not in use anymore
B,B164,whyExist,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-whyExist,Identify why a given company exists and analyze its competitive advantage. Use these insights to evaluate business strategy and execution.,
B,B164,aboveTheRevenueLine,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-aboveTheRevenueLine,Explain how financial performance can be linked to effective marketing strategy.,
B,B164,researchStrategy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B164-researchStrategy,Assess the role of market research and consumer psychology in decision-making and strategy formation.,
B,B165,currency,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-currency,Choose appropriate strategies for managing currency risk.,Dec/2020
B,B165,global,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-global,Determine how to modify DCF for global investments.,
B,B165,finRestructuring,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-finRestructuring,Determine when and how to financially restructure.,
B,B165,opsRestructuring,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-opsRestructuring,Determine when and how to restructure operations.,
B,B165,financialMetrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-financialMetrics,Analyze the effects of maturity on financial metrics.,
B,B165,forwardLooking,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-forwardLooking,Analyze changes in the finance function.,
B,B165,capStructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-capStructure,Choose an appropriate capital structure for a mature company.,
B,B165,dividendsbuybacks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-dividendsbuybacks,Choose an appropriate strategy for dividends and buybacks.,
B,B165,inveStructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-inveStructure,Structure investments to enhance value creation.,
B,B165,strategicSupport,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B165-strategicSupport,Choose investments to support enterprise strategy.,
B,B166,dataDrivenEnterprise,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-dataDrivenEnterprise,Explain the growing importance of data in enterprise management via analytical decision making.,Dec/2020
B,B166,forecasts,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-forecasts,Identify and employ the forecasts necessary to create information for decision making.,
B,B166,opsTradeoffs,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-opsTradeoffs,Assess trade-offs in operational decision alternatives.,
B,B166,entObjectivesandConstraints,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-entObjectivesandConstraints,Express operational objectives and appraise their importance for the enterprise within the context of operational constraints.,
B,B166,modelSensitivityandUncertainty,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-modelSensitivityandUncertainty,Account for the uncertainty of the global business ecosystem in analytical models when those models show sensitivity to parameter variability.,
B,B166,modelMarketing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-modelMarketing,Analyze marketing efforts with analytical models.,
B,B166,opsPricing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/B166-opsPricing,Evaluate the effect of pricing decisions in the operations of an enterprise.,
Computational Sciences,,,,,
CS,CS110,ComplexityAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-ComplexityAnalysis,"Analyze the asymptotic behavior of an algorithm or algorithm solution to a problem using Big-O, Big-Ω, and Big-Θ notations.",Dec/2020
CS,CS110,ComputationalCritique,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-ComputationalCritique,"Be able to discuss the relative merits of several algorithms or data structures that accomplish the same goal, and choose the best option given constraints.",
CS,CS110,ComputationalSolutions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-ComputationalSolutions,"Demonstrate the ability to formulate algorithmic solutions to computational problems by systematically breaking problems down into a clear, ordered set of concrete steps, and later translate these steps into programming language statements that a computer can execute.",
CS,CS110,DataStructures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-DataStructures,"Explain and apply data structures to solve a given problem, by providing technical information on the data structure, its abstractions, implementations and functional operations. Compare and contrast different data structures to support the solution of a given problem.",
CS,CS110,DynamicProgramming,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-DynamicProgramming,Explain and apply the principles of the dynamic programming algorithmic paradigm.,
CS,CS110,GreedyAlgorithms,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-GreedyAlgorithms,Explain and apply the principles of the greedy algorithmic paradigm.,
CS,CS110,RandomizationTechniques,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-RandomizationTechniques,Explain and apply randomization techniques to solve problems and/or augment standard algorithms.,
CS,CS110,SortingAlgorithms,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-SortingAlgorithms,Explain and analyze sorting algorithms whenever needed to adequately solve computational problems.,
CS,CS110,CodeReadability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-CodeReadability,"Generate and structure Python code that is clear and concise. Include meaningful comments, choose clear variable names, use naming conventions consistently, and include useful error messages. Strive to produce code that not only works but can also be run by external readers.",
CS,CS110,PythonProgramming,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS110-PythonProgramming,"Write Python programs to implement, analyze, and compare algorithms and apply data structures. Produce Python code to plot and visualize meaningful performance metrics.",
CS,CS111A,Diffapplication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111A-Diffapplication,Employ the concepts or techniques of differentiation in an applied context.,Dec/2020
CS,CS111A,Difftheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111A-Difftheory,Employ the concepts or techniques of differentiation in a theoretical context.,
CS,CS111A,limitscontinuity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111A-limitscontinuity,Employ the concepts and techniques of limits and continuity of functions.,
CS,CS111A,mathtools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111A-mathtools,"Employ ancillary mathematical techniques, or mathematical tools such as Sage in support of the analysis and solution of a problem.",
CS,CS111A,Intapplication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111A-Intapplication,Employ the concepts or techniques of integration in an applied context.,
CS,CS111A,Inttheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111A-Inttheory,Employ the concepts or techniques of integration in a theoretical context.,
CS,CS111B,ComputationalTools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111B-ComputationalTools,Employ computational tools such as Sage in support of the analysis or solution of a problem.,Dec/2020
CS,CS111B,TheoreticalTools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111B-TheoreticalTools,Employ ancillary mathematical knowledge or techniques support of the analysis or solution of a problem.,
CS,CS111B,SystemsApplications,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111B-SystemsApplications,Employ the concepts or techniques of linear systems in an applied context.,
CS,CS111B,SystemsTheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111B-SystemsTheory,Employ the concepts or techniques of linear systems in a theoretical context.,
CS,CS111B,TransformationApplication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111B-TransformationApplication,Employ the concepts or techniques of linear transformations in an applied context.,
CS,CS111B,TransformationTheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111B-TransformationTheory,Employ the concepts or techniques of linear transformations in a theoretical context.,
CS,CS111B,VectorApplication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111B-VectorApplication,Employ the concepts or techniques of vector spaces in an applied context.,
CS,CS111B,VectorTheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS111B-VectorTheory,Employ the concepts or techniques of vector spaces in a theoretical context.,
CS,CS112,decisiondata,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS112-decisiondata,Identify and evaluate opportunities to leverage data (especially big data) and computermediated transactions to enable rational decision making.,Dec/2020
CS,CS112,decisioninference,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS112-decisioninference,"Distinguish among problems of descriptive inference, predictive inference, and causal inference, recognizing the circumstances in which these problems overlap, and assessing the utility of these inferential frameworks in realistic settings.",
CS,CS112,decisiontheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS112-decisiontheory,"Explain and critically examine empirical analyses taught in the course, requiring intuitive and mathematical understanding of all key underlying assumptions.",
CS,CS112,decisiondesign,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS112-decisiondesign,"Decide whether or not (and if so, how) to apply a method to solve a given decision problem, considering real-world factors such as data availability, the standard of evidence required, the anticipated level of effort, likely operationalizability of results.",
CS,CS112,decisionquestion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS112-decisionquestion,Frame decision questions in a conceptually coherent and tractable manner.,
CS,CS112,decisionanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS112-decisionanalysis,Apply empirical methods to decision making.,
CS,CS112,decisionbrief,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS112-decisionbrief,Effectively present findings and recommendations for statistically sophisticated and less sophisticated audiences (encompassing elements of the HC #professionalism).,
CS,CS112,decisionreview,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS112-decisionreview,Judge the quality of applied computational methods for decision making.,
CS,CS142,proofs,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-proofs,Properly apply mathematical proof strategies. Explain deductions with the appropriate level of detail for the audience.,Dec/2020
CS,CS142,complexity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-complexity,"Explain, prove, or apply concepts related to complexity.",
CS,CS142,computability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-computability,"Explain, prove, or apply concepts related to computability.",
CS,CS142,languages,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-languages,"Explain, prove, or apply concepts related to automata or formal languages.",
CS,CS142,ComputerSimulations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS142-ComputerSimulations,Write a computer program that simulates the behavior of automata or language generators.,
CS,CS144,mathCommunication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-mathCommunication,Communicate with a clear and precise style that is suited to a mathematical audience.,Dec/2020
CS,CS144,mathProfessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-mathProfessionalism,Apply professional conventions that are appropriate in mathematical fields,
CS,CS144,proofs,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-proofs,Properly apply mathematical proof strategies. Explain deductions with the appropriate level of detail for the audience.,
CS,CS144,algebra,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-algebra,"Explain, prove, or apply abstract algebraic concepts.",
CS,CS144,realanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-realanalysis,"Explain, prove, or apply concepts from real analysis.",
CS,CS144,sets,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-sets,"Explain, prove, or apply basic containment and cardinality results in naive set theory.",
CS,CS144,combinatorics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS144-combinatorics,"Explain, prove, or apply counting techniques from combinatorics.",Not in use anymore
CS,CS146,GraphicalModels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-GraphicalModels,"Write down a graphical model representation of a joint probability distribution representing a statistical model (or vice versa) and manipulate the graphical notation for simplification, inference and prediction in the model.",Dec/2020
CS,CS146,ProbabilityTheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-ProbabilityTheory,"When provided with statements of probability, derive related statements of probability – involving marginal, conditional or joint distributions – using the sum rule, product rule and Bayes' rule",
CS,CS146,RightDistribution,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-RightDistribution,"Given a data set or real-world situation, use standard properties of probability distributions to select appropriate distributions in one or more variables to represent the scenario",
CS,CS146,AnalyticalApproximation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-AnalyticalApproximation,"Given a statistical model, select appropriate analytical approximations and derive rules with closed form solutions for inference and prediction.",
CS,CS146,BayesInference,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-BayesInference,"Given a statistical model, use known analytical properties of standard distributions or numerical approximations for inference or prediction.",
CS,CS146,MonteCarlo,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-MonteCarlo,"Given a statistical model, develop Monte Carlo simulations to compute approximate statistics and probability distributions for inference and prediction.",
CS,CS146,PythonImplementation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-PythonImplementation,"Implement rules derived using exact or approximate methods in Python to generate, summarize and present results of inference or prediction in a statistical model.",
CS,CS146,InterpretingProbabilities,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-InterpretingProbabilities,"Given a probability distribution or result of an inference procedure, identify its important features and describe them using statistical and non-statistical language.",
CS,CS146,Professionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-Professionalism,Apply professional conventions that are appropriate in quantitative fields.,
CS,CS146,SummaryStatistics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS146-SummaryStatistics,"Given a probability distribution or inference procedure, compute and describe the meaning of various summary statistics like mean, standard deviation, and quantiles.",
CS,CS152,aiconcepts,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-aiconcepts,"Explain, analyze, synthesize and debate artificial intelligence concepts, including terminology, historical context and philosophical foundations",Dec/2020
CS,CS152,ailogic,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-ailogic,"Describe relationships between agents and objects in their environment using the languages of propositional and predicate (first-order) logic, and apply the principles of logic programming to infer new knowledge from these descriptions",
CS,CS152,robotics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-robotics,"Describe and analyse the fundamentals of intelligent robotic agents, incorporating hardware, sensors and actuators.",
CS,CS152,search,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-search,Solve problems by naive and informed search algorithms in both single and multiple agent settings.,
CS,CS152,aicoding,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-aicoding,Effectively implement AI algorithms using Python and Prolog.,
CS,CS152,aiprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS152-aiprofessionalism,"Present yourself and your work products professionally, in a timely manner.",
CS,CS154,diffeq,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-diffeq,Employ the concepts and techniques from the theory of differential equations and interpret the results.,Dec/2020
CS,CS154,linalg,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-linalg,Employ theoretical concepts or techniques of advanced linear algebra and interpret the results.,
CS,CS154,datamodel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-datamodel,Use mathematical models and functions to interpolate and interpret data.,
CS,CS154,mathmodel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-mathmodel,"Develop mathematical models for real-world phenomena, listing appropriate assumptions and approximations. Analyze the effectiveness and shortcomings of the model.",
CS,CS154,quantcommunication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-quantcommunication,Communicate with a clear and precise style that is suited to a quantitative audience.,
CS,CS154,quantprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-quantprofessionalism,Apply professional conventions that are appropriate in quantitative fields.,
CS,CS154,numanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-numanalysis,Analyze the limitations of mathematical techniques and how the error in the computation depends on a particular method and available arithmetic precision.,
CS,CS154,numimplementation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS154-numimplementation,"Write implementations of mathematical methods, adapting them to the particular problem being solved.",
CS,CS156,modelmetrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-modelmetrics,"Be able to carefully define and correctly apply the range of common model performance metrics (eg. classification accuracy, recall, precision) and choose metrics appropriate to the task at hand",Dec/2020
CS,CS156,neuralnetworks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-neuralnetworks,"Explain, implement, analyze, and train dierent neural network architectures (eg feedforward, deep or recurrent) using freely available research tools (such as Keras)",
CS,CS156,overfitting,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-overfitting,Be able to succinctly identify and explain why and when overfitting occurs. Also be able to adopt strategies when appropriate to avoid such pathologies,
CS,CS156,expectationmaximization,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-expectationmaximization,"Explain, implement and train the Expectation Maximization algorithm. Be able to show that the method converges to a solution",
CS,CS156,maximumlikelihood,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-maximumlikelihood,"Explain, implement and train maximum likelihood methods",
CS,CS156,classification,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-classification,Apply and interpret classification methods for a supervised learning task.,
CS,CS156,graphicalmodels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-graphicalmodels,Apply and interpret Bayesian models when expressed as a graphical model.,
CS,CS156,regressionalgorithm,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-regressionalgorithm,Apply and interpret regression methods for a supervised learning task.,
