Polls ID,Poll Responses Response,Assessment reports Hashtag,Assessment reports Score,time_stamp,tokenized_responses,stemmed_responses,clean_responses,string,LOs/ HCs,College,Course,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,dale_chall_readability_score,linsear_write_formula
163597,"Probability of finding a person who has a flu given that they have a runny nose.

P: P(Runny nose|flu)P(Flu)/ P(Runny nose)
P: .*./ .*. + .*.
P: ./ . + .
P: .
P: .",#probability,2,8100,"['Probability', 'of', 'finding', 'a', 'person', 'who', 'has', 'a', 'flu', 'given', 'that', 'they', 'have', 'a', 'runny', 'nose', 'P', 'P', 'Runny', 'nose', 'flu', 'P', 'Flu', 'P', 'Runny', 'nose', 'P', 'P', 'P', 'P']","['probabl', 'of', 'find', 'a', 'person', 'who', 'has', 'a', 'flu', 'given', 'that', 'they', 'have', 'a', 'runni', 'nose', 'p', 'p', 'runni', 'nose', 'flu', 'p', 'flu', 'p', 'runni', 'nose', 'p', 'p', 'p', 'p']","['probabl', 'find', 'person', 'flu', 'given', 'runni', 'nose', 'p', 'p', 'runni', 'nose', 'flu', 'p', 'flu', 'p', 'runni', 'nose', 'p', 'p', 'p', 'p']",probabl find person flu given runni nose p p runni nose flu p flu p runni nose p p p p,probability,SS,SS154,75.54,7.9,10.3,0.0,3.9,0.93,7.69,11.5
163597,"The question is asking P(Flu | Runny Nose). In the conditions given, we have P(Flu) = .%, P(Runny Nose) = %, P(Runny Nose | Flu) = %. According to the formula, P(Flu | Runny Nose) = % * .% / % = %.",#probability,4,8100,"['The', 'question', 'is', 'asking', 'P', 'Flu', 'Runny', 'Nose', 'In', 'the', 'conditions', 'given', 'we', 'have', 'P', 'Flu', 'P', 'Runny', 'Nose', 'P', 'Runny', 'Nose', 'Flu', 'According', 'to', 'the', 'formula', 'P', 'Flu', 'Runny', 'Nose']","['the', 'question', 'is', 'ask', 'p', 'flu', 'runni', 'nose', 'in', 'the', 'condit', 'given', 'we', 'have', 'p', 'flu', 'p', 'runni', 'nose', 'p', 'runni', 'nose', 'flu', 'accord', 'to', 'the', 'formula', 'p', 'flu', 'runni', 'nose']","['question', 'ask', 'p', 'flu', 'runni', 'nose', 'condit', 'given', 'p', 'flu', 'p', 'runni', 'nose', 'p', 'runni', 'nose', 'flu', 'accord', 'formula', 'p', 'flu', 'runni', 'nose']",question ask p flu runni nose condit given p flu p runni nose p runni nose flu accord formula p flu runni nose,probability,SS,SS154,65.05,9.9,10.94,0.0,8.1,5.23,8.9,12.5
163597,"According to Bayes' Theorem: 
P(Flu|nose) = P(Nose|flu) * P(flu) / P(Nose)
- The probability is equal to the ratio of all people having the flue and runny nose out of all people with runny nose.

According to the problem this equals to . * . / . = .

So if someone has a runny nose there is % he/she has the flu. This new probability is now our posterior of the probability of flu based on the new information (runny nose), bigger than the prior of . based on no information about the particular person.",#probability,4,8100,"['According', 'to', ""Bayes'"", 'Theorem', 'P', 'Flu', 'nose', 'P', 'Nose', 'flu', 'P', 'flu', 'P', 'Nose', 'The', 'probability', 'is', 'equal', 'to', 'the', 'ratio', 'of', 'all', 'people', 'having', 'the', 'flue', 'and', 'runny', 'nose', 'out', 'of', 'all', 'people', 'with', 'runny', 'nose', 'According', 'to', 'the', 'problem', 'this', 'equals', 'to', 'So', 'if', 'someone', 'has', 'a', 'runny', 'nose', 'there', 'is', 'he', 'she', 'has', 'the', 'flu', 'This', 'new', 'probability', 'is', 'now', 'our', 'posterior', 'of', 'the', 'probability', 'of', 'flu', 'based', 'on', 'the', 'new', 'information', 'runny', 'nose', 'bigger', 'than', 'the', 'prior', 'of', 'based', 'on', 'no', 'information', 'about', 'the', 'particular', 'person']","['accord', 'to', 'bay', 'theorem', 'p', 'flu', 'nose', 'p', 'nose', 'flu', 'p', 'flu', 'p', 'nose', 'the', 'probabl', 'is', 'equal', 'to', 'the', 'ratio', 'of', 'all', 'peopl', 'have', 'the', 'flue', 'and', 'runni', 'nose', 'out', 'of', 'all', 'peopl', 'with', 'runni', 'nose', 'accord', 'to', 'the', 'problem', 'this', 'equal', 'to', 'so', 'if', 'someon', 'has', 'a', 'runni', 'nose', 'there', 'is', 'he', 'she', 'has', 'the', 'flu', 'this', 'new', 'probabl', 'is', 'now', 'our', 'posterior', 'of', 'the', 'probabl', 'of', 'flu', 'base', 'on', 'the', 'new', 'inform', 'runni', 'nose', 'bigger', 'than', 'the', 'prior', 'of', 'base', 'on', 'no', 'inform', 'about', 'the', 'particular', 'person']","['accord', 'bay', 'theorem', 'p', 'flu', 'nose', 'p', 'nose', 'flu', 'p', 'flu', 'p', 'nose', 'probabl', 'equal', 'ratio', 'peopl', 'flue', 'runni', 'nose', 'peopl', 'runni', 'nose', 'accord', 'problem', 'equal', 'someon', 'runni', 'nose', 'flu', 'new', 'probabl', 'posterior', 'probabl', 'flu', 'base', 'new', 'inform', 'runni', 'nose', 'bigger', 'prior', 'base', 'inform', 'particular', 'person']",accord bay theorem p flu nose p nose flu p flu p nose probabl equal ratio peopl flue runni nose peopl runni nose accord problem equal someon runni nose flu new probabl posterior probabl flu base new inform runni nose bigger prior base inform particular person,probability,SS,SS154,16.33,22.4,21.88,0.0,23.5,10.58,11.07,29.0
163597,"Marginal probabilities: ., .
Likelihood of flu given runny nose = P(B|A) P(A)/P(B|A)..etc
A = flu, . A = not flu, .
B = .

P(flu/runny nose)(.)/P(B|A)etc... = . ? (this is probably wrong)",#probability,2,8100,"['Marginal', 'probabilities', 'Likelihood', 'of', 'flu', 'given', 'runny', 'nose', 'P', 'B', 'A', 'P', 'A', 'P', 'B', 'A', 'etc', 'A', 'flu', 'A', 'not', 'flu', 'B', 'P', 'flu', 'runny', 'nose', 'P', 'B', 'A', 'etc', 'this', 'is', 'probably', 'wrong']","['margin', 'probabl', 'likelihood', 'of', 'flu', 'given', 'runni', 'nose', 'p', 'b', 'a', 'p', 'a', 'p', 'b', 'a', 'etc', 'a', 'flu', 'a', 'not', 'flu', 'b', 'p', 'flu', 'runni', 'nose', 'p', 'b', 'a', 'etc', 'this', 'is', 'probabl', 'wrong']","['margin', 'probabl', 'likelihood', 'flu', 'given', 'runni', 'nose', 'p', 'b', 'p', 'p', 'b', 'etc', 'flu', 'flu', 'b', 'p', 'flu', 'runni', 'nose', 'p', 'b', 'etc', 'probabl', 'wrong']",margin probabl likelihood flu given runni nose p b p p b etc flu flu b p flu runni nose p b etc probabl wrong,probability,SS,SS154,63.02,10.7,13.2,0.0,7.1,2.74,9.93,15.5
163597,"To solve this I am using the big number approach.
Universe = , (%)
runny nose (RN) =  (%)
flu =  (.%)
P(RN+flu) =  (%)

according to bayes' theorem = the probability of outcome A given outcome B is equal to (*)/  

result: .",#probability,2,8100,"['To', 'solve', 'this', 'I', 'am', 'using', 'the', 'big', 'number', 'approach', 'Universe', 'runny', 'nose', 'RN', 'flu', 'P', 'RN', 'flu', 'according', 'to', ""bayes'"", 'theorem', 'the', 'probability', 'of', 'outcome', 'A', 'given', 'outcome', 'B', 'is', 'equal', 'to', 'result']","['to', 'solv', 'this', 'i', 'am', 'use', 'the', 'big', 'number', 'approach', 'univers', 'runni', 'nose', 'rn', 'flu', 'p', 'rn', 'flu', 'accord', 'to', 'bay', 'theorem', 'the', 'probabl', 'of', 'outcom', 'a', 'given', 'outcom', 'b', 'is', 'equal', 'to', 'result']","['solv', 'big', 'number', 'approach', 'univers', 'runni', 'nose', 'rn', 'flu', 'p', 'rn', 'flu', 'accord', 'bay', 'theorem', 'probabl', 'outcom', 'given', 'outcom', 'b', 'equal', 'result']",solv big number approach univers runni nose rn flu p rn flu accord bay theorem probabl outcom given outcom b equal result,probability,SS,SS154,57.61,10.7,12.44,0.0,11.0,9.11,14.06,13.0
163597,"P(flu|nose)=P(nose|flu)*P(flu)/P(nose)=.*./.=. - probability a person has the flu, if she has a runny nose.
For this calculation we use an inverse conditional probability and the probabilities of flu and runny nose, all of which are given.",#probability,4,8100,"['P', 'flu', 'nose', 'P', 'nose', 'flu', 'P', 'flu', 'P', 'nose', 'probability', 'a', 'person', 'has', 'the', 'flu', 'if', 'she', 'has', 'a', 'runny', 'nose', 'For', 'this', 'calculation', 'we', 'use', 'an', 'inverse', 'conditional', 'probability', 'and', 'the', 'probabilities', 'of', 'flu', 'and', 'runny', 'nose', 'all', 'of', 'which', 'are', 'given']","['p', 'flu', 'nose', 'p', 'nose', 'flu', 'p', 'flu', 'p', 'nose', 'probabl', 'a', 'person', 'has', 'the', 'flu', 'if', 'she', 'has', 'a', 'runni', 'nose', 'for', 'this', 'calcul', 'we', 'use', 'an', 'invers', 'condit', 'probabl', 'and', 'the', 'probabl', 'of', 'flu', 'and', 'runni', 'nose', 'all', 'of', 'which', 'are', 'given']","['p', 'flu', 'nose', 'p', 'nose', 'flu', 'p', 'flu', 'p', 'nose', 'probabl', 'person', 'flu', 'runni', 'nose', 'calcul', 'invers', 'condit', 'probabl', 'probabl', 'flu', 'runni', 'nose', 'given']",p flu nose p nose flu p flu p nose probabl person flu runni nose calcul invers condit probabl probabl flu runni nose given,probability,SS,SS154,55.58,11.5,11.27,0.0,10.0,6.97,9.43,15.0
163597,P(FluIRN)= ?= {P(RNIFlu)xP(Flu)}/P(RN)= {%x.%}/%=..,#probability,4,8100,"['P', 'FluIRN', 'P', 'RNIFlu', 'xP', 'Flu', 'P', 'RN', 'x']","['p', 'fluirn', 'p', 'rniflu', 'xp', 'flu', 'p', 'rn', 'x']","['p', 'fluirn', 'p', 'rniflu', 'xp', 'flu', 'p', 'rn', 'x']",p fluirn p rniflu xp flu p rn x,probability,SS,SS154,104.64,0.9,3.6,0.0,-5.0,-4.22,16.36,3.5
163597,"P(flu|nose)=P(flu and nose)/P(nose)=(.*.*.)/.=.


P(nose)=.
P(fatiguesd)=.
P(headache)=.",#probability,2,8100,"['P', 'flu', 'nose', 'P', 'flu', 'and', 'nose', 'P', 'nose', 'P', 'nose', 'P', 'fatiguesd', 'P', 'headache']","['p', 'flu', 'nose', 'p', 'flu', 'and', 'nose', 'p', 'nose', 'p', 'nose', 'p', 'fatiguesd', 'p', 'headach']","['p', 'flu', 'nose', 'p', 'flu', 'nose', 'p', 'nose', 'p', 'nose', 'p', 'fatiguesd', 'p', 'headach']",p flu nose p flu nose p nose p nose p fatiguesd p headach,probability,SS,SS154,99.57,2.9,5.6,0.0,0.4,0.34,8.84,6.0
163597,"virus(.)| no(.)
           -----------------------
runny nose |    .     | .
fatigued   |    .     | .
headaches  |    .     | .
high fever |    .     |  -

P(F|RN) = P(RN | F) * P(F) / P(RN)
          .*. * . / .
          . * . / .
          . (ops?)",#probability,2,8100,"['virus', 'no', 'runny', 'nose', 'fatigued', 'headaches', 'high', 'fever', 'P', 'F', 'RN', 'P', 'RN', 'F', 'P', 'F', 'P', 'RN', 'ops']","['virus', 'no', 'runni', 'nose', 'fatigu', 'headach', 'high', 'fever', 'p', 'f', 'rn', 'p', 'rn', 'f', 'p', 'f', 'p', 'rn', 'op']","['virus', 'runni', 'nose', 'fatigu', 'headach', 'high', 'fever', 'p', 'f', 'rn', 'p', 'rn', 'f', 'p', 'f', 'p', 'rn', 'op']",virus runni nose fatigu headach high fever p f rn p rn f p f p rn op,probability,SS,SS154,95.51,4.4,7.2,0.0,0.9,-1.17,11.55,8.0
163597,"Using Bayes theorem we can plug all of the numbers into the equation
P(flu given runny nose) = (P(runny nose given flu)*P(flu))/P(runny nose)

P(flu given runny nose) = (. * .)/(.)

P(flu given runny nose) = . or %",#probability,4,8100,"['Using', 'Bayes', 'theorem', 'we', 'can', 'plug', 'all', 'of', 'the', 'numbers', 'into', 'the', 'equation', 'P', 'flu', 'given', 'runny', 'nose', 'P', 'runny', 'nose', 'given', 'flu', 'P', 'flu', 'P', 'runny', 'nose', 'P', 'flu', 'given', 'runny', 'nose', 'P', 'flu', 'given', 'runny', 'nose', 'or']","['use', 'bay', 'theorem', 'we', 'can', 'plug', 'all', 'of', 'the', 'number', 'into', 'the', 'equat', 'p', 'flu', 'given', 'runni', 'nose', 'p', 'runni', 'nose', 'given', 'flu', 'p', 'flu', 'p', 'runni', 'nose', 'p', 'flu', 'given', 'runni', 'nose', 'p', 'flu', 'given', 'runni', 'nose', 'or']","['bay', 'theorem', 'plug', 'number', 'equat', 'p', 'flu', 'given', 'runni', 'nose', 'p', 'runni', 'nose', 'given', 'flu', 'p', 'flu', 'p', 'runni', 'nose', 'p', 'flu', 'given', 'runni', 'nose', 'p', 'flu', 'given', 'runni', 'nose']",bay theorem plug number equat p flu given runni nose p runni nose given flu p flu p runni nose p flu given runni nose p flu given runni nose,probability,SS,SS154,57.95,12.6,13.33,0.0,11.0,4.77,7.76,16.0
163597,"To calculate the probability of a person having flu, given that he has a runny nose we first need to find the probability of a runny nose given that he has flu and multiply it with the probability of only having flu and divide the whole numerator with the probability of having a runny nose.
P(Flu|Runny Nose) = P(RN|F)*P(F)/P(RN) = .*",#probability,3,8100,"['To', 'calculate', 'the', 'probability', 'of', 'a', 'person', 'having', 'flu', 'given', 'that', 'he', 'has', 'a', 'runny', 'nose', 'we', 'first', 'need', 'to', 'find', 'the', 'probability', 'of', 'a', 'runny', 'nose', 'given', 'that', 'he', 'has', 'flu', 'and', 'multiply', 'it', 'with', 'the', 'probability', 'of', 'only', 'having', 'flu', 'and', 'divide', 'the', 'whole', 'numerator', 'with', 'the', 'probability', 'of', 'having', 'a', 'runny', 'nose', 'P', 'Flu', 'Runny', 'Nose', 'P', 'RN', 'F', 'P', 'F', 'P', 'RN']","['to', 'calcul', 'the', 'probabl', 'of', 'a', 'person', 'have', 'flu', 'given', 'that', 'he', 'has', 'a', 'runni', 'nose', 'we', 'first', 'need', 'to', 'find', 'the', 'probabl', 'of', 'a', 'runni', 'nose', 'given', 'that', 'he', 'has', 'flu', 'and', 'multipli', 'it', 'with', 'the', 'probabl', 'of', 'onli', 'have', 'flu', 'and', 'divid', 'the', 'whole', 'numer', 'with', 'the', 'probabl', 'of', 'have', 'a', 'runni', 'nose', 'p', 'flu', 'runni', 'nose', 'p', 'rn', 'f', 'p', 'f', 'p', 'rn']","['calcul', 'probabl', 'person', 'flu', 'given', 'runni', 'nose', 'first', 'need', 'find', 'probabl', 'runni', 'nose', 'given', 'flu', 'multipli', 'probabl', 'onli', 'flu', 'divid', 'whole', 'numer', 'probabl', 'runni', 'nose', 'p', 'flu', 'runni', 'nose', 'p', 'rn', 'f', 'p', 'f', 'p', 'rn']",calcul probabl person flu given runni nose first need find probabl runni nose given flu multipli probabl onli flu divid whole numer probabl runni nose p flu runni nose p rn f p f p rn,probability,SS,SS154,34.94,17.3,16.62,0.0,15.9,7.15,10.25,23.0
163597,P(Flu)=.. P(Runny Nose) = .. Applying the Bayes Theorem: P(Flu | Runny Nose) = P (Runny Nose | Flu) * P(Flu) / P(Runny Nose) = (.*.)*./. = ..,#probability,3,8100,"['P', 'Flu', 'P', 'Runny', 'Nose', 'Applying', 'the', 'Bayes', 'Theorem', 'P', 'Flu', 'Runny', 'Nose', 'P', 'Runny', 'Nose', 'Flu', 'P', 'Flu', 'P', 'Runny', 'Nose']","['p', 'flu', 'p', 'runni', 'nose', 'appli', 'the', 'bay', 'theorem', 'p', 'flu', 'runni', 'nose', 'p', 'runni', 'nose', 'flu', 'p', 'flu', 'p', 'runni', 'nose']","['p', 'flu', 'p', 'runni', 'nose', 'appli', 'bay', 'theorem', 'p', 'flu', 'runni', 'nose', 'p', 'runni', 'nose', 'flu', 'p', 'flu', 'p', 'runni', 'nose']",p flu p runni nose appli bay theorem p flu runni nose p runni nose flu p flu p runni nose,probability,SS,SS154,75.54,7.9,10.3,0.0,4.6,1.8,8.44,11.5
163602,"Given Bayes' theorem:
 
P(flu|fatigue) 
= P(fatigue|flu)*P(flu) / P(fatigue|flu)*P(flu)+P(fatigue|no flu)*P(no flu) 
= .*. / (.*. + .*.)
=.",#probability,3,8101,"['Given', ""Bayes'"", 'theorem', 'P', 'flu', 'fatigue', 'P', 'fatigue', 'flu', 'P', 'flu', 'P', 'fatigue', 'flu', 'P', 'flu', 'P', 'fatigue', 'no', 'flu', 'P', 'no', 'flu']","['given', 'bay', 'theorem', 'p', 'flu', 'fatigu', 'p', 'fatigu', 'flu', 'p', 'flu', 'p', 'fatigu', 'flu', 'p', 'flu', 'p', 'fatigu', 'no', 'flu', 'p', 'no', 'flu']","['given', 'bay', 'theorem', 'p', 'flu', 'fatigu', 'p', 'fatigu', 'flu', 'p', 'flu', 'p', 'fatigu', 'flu', 'p', 'flu', 'p', 'fatigu', 'flu', 'p', 'flu']",given bay theorem p flu fatigu p fatigu flu p flu p fatigu flu p flu p fatigu flu p flu,probability,SS,SS154,75.54,7.9,10.3,0.0,4.1,1.22,7.69,11.5
163602,"The probability that someone has the flu given that they are fatigued: (F|Fatigue)

Step . Arrange the formula
= P(Fatigue|Flu) x P(Flu) / P(Fatigue) 

Step . Plug values into the formula
= . x . / . 
= % 

Step . Interpret results
There is a % probability that a person has the flu given that he or she feels fatigued.",#probability,4,8101,"['The', 'probability', 'that', 'someone', 'has', 'the', 'flu', 'given', 'that', 'they', 'are', 'fatigued', 'F', 'Fatigue', 'Step', 'Arrange', 'the', 'formula', 'P', 'Fatigue', 'Flu', 'x', 'P', 'Flu', 'P', 'Fatigue', 'Step', 'Plug', 'values', 'into', 'the', 'formula', 'x', 'Step', 'Interpret', 'results', 'There', 'is', 'a', 'probability', 'that', 'a', 'person', 'has', 'the', 'flu', 'given', 'that', 'he', 'or', 'she', 'feels', 'fatigued']","['the', 'probabl', 'that', 'someon', 'has', 'the', 'flu', 'given', 'that', 'they', 'are', 'fatigu', 'f', 'fatigu', 'step', 'arrang', 'the', 'formula', 'p', 'fatigu', 'flu', 'x', 'p', 'flu', 'p', 'fatigu', 'step', 'plug', 'valu', 'into', 'the', 'formula', 'x', 'step', 'interpret', 'result', 'there', 'is', 'a', 'probabl', 'that', 'a', 'person', 'has', 'the', 'flu', 'given', 'that', 'he', 'or', 'she', 'feel', 'fatigu']","['probabl', 'someon', 'flu', 'given', 'fatigu', 'f', 'fatigu', 'step', 'arrang', 'formula', 'p', 'fatigu', 'flu', 'x', 'p', 'flu', 'p', 'fatigu', 'step', 'plug', 'valu', 'formula', 'x', 'step', 'interpret', 'result', 'probabl', 'person', 'flu', 'given', 'feel', 'fatigu']",probabl someon flu given fatigu f fatigu step arrang formula p fatigu flu x p flu p fatigu step plug valu formula x step interpret result probabl person flu given feel fatigu,probability,SS,SS154,30.54,17.0,16.55,0.0,15.6,9.24,11.14,21.0
163602,"P(running nose) = .. P(fatigue) = .. P(headache) = .. P(fever) = .. P(influenza) = .. P(runny nose|influenza) = .. P(r.n|influenza) = .. P(fatigue|influenza)=.. P(fever|influenza) = .
p(influenza|fatigue) = P(fatigue|influenza)*P(influenza)/P(fatigue) = .*./. = .

p(influenza|fatigue) = %",#probability,4,8101,"['P', 'running', 'nose', 'P', 'fatigue', 'P', 'headache', 'P', 'fever', 'P', 'influenza', 'P', 'runny', 'nose', 'influenza', 'P', 'r', 'n', 'influenza', 'P', 'fatigue', 'influenza', 'P', 'fever', 'influenza', 'p', 'influenza', 'fatigue', 'P', 'fatigue', 'influenza', 'P', 'influenza', 'P', 'fatigue', 'p', 'influenza', 'fatigue']","['p', 'run', 'nose', 'p', 'fatigu', 'p', 'headach', 'p', 'fever', 'p', 'influenza', 'p', 'runni', 'nose', 'influenza', 'p', 'r', 'n', 'influenza', 'p', 'fatigu', 'influenza', 'p', 'fever', 'influenza', 'p', 'influenza', 'fatigu', 'p', 'fatigu', 'influenza', 'p', 'influenza', 'p', 'fatigu', 'p', 'influenza', 'fatigu']","['p', 'run', 'nose', 'p', 'fatigu', 'p', 'headach', 'p', 'fever', 'p', 'influenza', 'p', 'runni', 'nose', 'influenza', 'p', 'r', 'n', 'influenza', 'p', 'fatigu', 'influenza', 'p', 'fever', 'influenza', 'p', 'influenza', 'fatigu', 'p', 'fatigu', 'influenza', 'p', 'influenza', 'p', 'fatigu', 'p', 'influenza', 'fatigu']",p run nose p fatigu p headach p fever p influenza p runni nose influenza p r n influenza p fatigu influenza p fever influenza p influenza fatigu p fatigu influenza p influenza p fatigu p influenza fatigu,probability,SS,SS154,24.45,19.3,16.25,0.0,18.2,8.66,8.43,28.0
163602,"I - Influenza
F - fatigue
P(I|F)
= P(I n F) / P(F) 
= P(F|I)*P(I) / .
= (.*.) / .
= .",#probability,4,8101,"['I', 'Influenza', 'F', 'fatigue', 'P', 'I', 'F', 'P', 'I', 'n', 'F', 'P', 'F', 'P', 'F', 'I', 'P', 'I']","['i', 'influenza', 'f', 'fatigu', 'p', 'i', 'f', 'p', 'i', 'n', 'f', 'p', 'f', 'p', 'f', 'i', 'p', 'i']","['influenza', 'f', 'fatigu', 'p', 'f', 'p', 'n', 'f', 'p', 'f', 'p', 'f', 'p']",influenza f fatigu p f p n f p f p f p,probability,SS,SS154,92.12,3.6,8.28,0.0,-5.6,-6.58,10.35,6.5
163602,"est. pop = 
runny nose  = . = 
fatigue = . = 
headache = . = 
fever = . = 
influenza = . = 
fatigued and influenza = . = 

P (infuenza | fatigue) = P(fatigue | influenza) * P(influenza) / p(fatigue) = . * . / . =",#probability,3,8101,"['est', 'pop', 'runny', 'nose', 'fatigue', 'headache', 'fever', 'influenza', 'fatigued', 'and', 'influenza', 'P', 'infuenza', 'fatigue', 'P', 'fatigue', 'influenza', 'P', 'influenza', 'p', 'fatigue']","['est', 'pop', 'runni', 'nose', 'fatigu', 'headach', 'fever', 'influenza', 'fatigu', 'and', 'influenza', 'p', 'infuenza', 'fatigu', 'p', 'fatigu', 'influenza', 'p', 'influenza', 'p', 'fatigu']","['est', 'pop', 'runni', 'nose', 'fatigu', 'headach', 'fever', 'influenza', 'fatigu', 'influenza', 'p', 'infuenza', 'fatigu', 'p', 'fatigu', 'influenza', 'p', 'influenza', 'p', 'fatigu']",est pop runni nose fatigu headach fever influenza fatigu influenza p infuenza fatigu p fatigu influenza p influenza p fatigu,probability,SS,SS154,34.26,13.5,12.0,0.0,13.3,13.17,10.16,15.0
163602,"We need to calculate P(flu|fatigued). We can calculate this by taking the probability of those who feel fatigued and have the flu, divided by the probability of feeling fatigued regardless of other factors. We already know the latter: the probability of fatigue in the whole population is .. The former - P(fatigued and flu) - can be calculated by P(fatigued|flu).P(flu) (general multiplication rule as these two variables are not independent). This  is equal to .x. = .. Therefore P(flu|fatigued) is ./. = . (or %).",#probability,4,8101,"['We', 'need', 'to', 'calculate', 'P', 'flu', 'fatigued', 'We', 'can', 'calculate', 'this', 'by', 'taking', 'the', 'probability', 'of', 'those', 'who', 'feel', 'fatigued', 'and', 'have', 'the', 'flu', 'divided', 'by', 'the', 'probability', 'of', 'feeling', 'fatigued', 'regardless', 'of', 'other', 'factors', 'We', 'already', 'know', 'the', 'latter', 'the', 'probability', 'of', 'fatigue', 'in', 'the', 'whole', 'population', 'is', 'The', 'former', 'P', 'fatigued', 'and', 'flu', 'can', 'be', 'calculated', 'by', 'P', 'fatigued', 'flu', 'P', 'flu', 'general', 'multiplication', 'rule', 'as', 'these', 'two', 'variables', 'are', 'not', 'independent', 'This', 'is', 'equal', 'to', 'x', 'Therefore', 'P', 'flu', 'fatigued', 'is', 'or']","['we', 'need', 'to', 'calcul', 'p', 'flu', 'fatigu', 'we', 'can', 'calcul', 'this', 'by', 'take', 'the', 'probabl', 'of', 'those', 'who', 'feel', 'fatigu', 'and', 'have', 'the', 'flu', 'divid', 'by', 'the', 'probabl', 'of', 'feel', 'fatigu', 'regardless', 'of', 'other', 'factor', 'we', 'alreadi', 'know', 'the', 'latter', 'the', 'probabl', 'of', 'fatigu', 'in', 'the', 'whole', 'popul', 'is', 'the', 'former', 'p', 'fatigu', 'and', 'flu', 'can', 'be', 'calcul', 'by', 'p', 'fatigu', 'flu', 'p', 'flu', 'general', 'multipl', 'rule', 'as', 'these', 'two', 'variabl', 'are', 'not', 'independ', 'this', 'is', 'equal', 'to', 'x', 'therefor', 'p', 'flu', 'fatigu', 'is', 'or']","['need', 'calcul', 'p', 'flu', 'fatigu', 'calcul', 'take', 'probabl', 'feel', 'fatigu', 'flu', 'divid', 'probabl', 'feel', 'fatigu', 'regardless', 'factor', 'alreadi', 'know', 'latter', 'probabl', 'fatigu', 'whole', 'popul', 'former', 'p', 'fatigu', 'flu', 'calcul', 'p', 'fatigu', 'flu', 'p', 'flu', 'general', 'multipl', 'rule', 'two', 'variabl', 'independ', 'equal', 'x', 'therefor', 'p', 'flu', 'fatigu']",need calcul p flu fatigu calcul take probabl feel fatigu flu divid probabl feel fatigu regardless factor alreadi know latter probabl fatigu whole popul former p fatigu flu calcul p fatigu flu p flu general multipl rule two variabl independ equal x therefor p flu fatigu,probability,SS,SS154,16.33,22.4,22.75,0.0,24.5,11.85,11.75,31.0
163602,"P(A) = .
P(A)= .
P(A)= .
P(A) = .
P(B|A) = .
P(B|A)= .
P(B|A)=.
P(B|A)=.


By Bayes theorom,
P(A|B) = .*./.*. + .*. + .*.+.*
=",#probability,2,8101,"['P', 'A', 'P', 'A', 'P', 'A', 'P', 'A', 'P', 'B', 'A', 'P', 'B', 'A', 'P', 'B', 'A', 'P', 'B', 'A', 'By', 'Bayes', 'theorom', 'P', 'A', 'B']","['p', 'a', 'p', 'a', 'p', 'a', 'p', 'a', 'p', 'b', 'a', 'p', 'b', 'a', 'p', 'b', 'a', 'p', 'b', 'a', 'by', 'bay', 'theorom', 'p', 'a', 'b']","['p', 'p', 'p', 'p', 'p', 'b', 'p', 'b', 'p', 'b', 'p', 'b', 'bay', 'theorom', 'p', 'b']",p p p p p b p b p b p b bay theorom p b,probability,SS,SS154,97.54,3.6,8.9,0.0,-6.5,-8.89,7.39,8.0
163602,"A - Person has the flu 
B - Person feels fatigued
P(B) = .
P(A) = .
P(B/A) = . 

P(A/B) = P(B/A)*P(A)/ P(B)
= . * .    /   .
= . 

The probability that a person has a flu given that he/she feels fatigued is ..",#probability,4,8101,"['A', 'Person', 'has', 'the', 'flu', 'B', 'Person', 'feels', 'fatigued', 'P', 'B', 'P', 'A', 'P', 'B', 'A', 'P', 'A', 'B', 'P', 'B', 'A', 'P', 'A', 'P', 'B', 'The', 'probability', 'that', 'a', 'person', 'has', 'a', 'flu', 'given', 'that', 'he', 'she', 'feels', 'fatigued', 'is']","['a', 'person', 'has', 'the', 'flu', 'b', 'person', 'feel', 'fatigu', 'p', 'b', 'p', 'a', 'p', 'b', 'a', 'p', 'a', 'b', 'p', 'b', 'a', 'p', 'a', 'p', 'b', 'the', 'probabl', 'that', 'a', 'person', 'has', 'a', 'flu', 'given', 'that', 'he', 'she', 'feel', 'fatigu', 'is']","['person', 'flu', 'b', 'person', 'feel', 'fatigu', 'p', 'b', 'p', 'p', 'b', 'p', 'b', 'p', 'b', 'p', 'p', 'b', 'probabl', 'person', 'flu', 'given', 'feel', 'fatigu']",person flu b person feel fatigu p b p p b p b p b p p b probabl person flu given feel fatigu,probability,SS,SS154,72.5,9.1,11.27,0.0,4.1,-0.29,8.12,13.0
